x,y,v,angle
202.05,345.3989999999999,20.0,1.5707963267948966
202.05,347.3989999999999,20.0,1.5707963267948966
202.05,349.3989999999999,20.0,1.5707963267948966
202.05,351.3989999999999,20.0,1.5707963267948966
202.05,353.3989999999999,20.0,1.5707963267948966
202.05,355.3989999999999,20.0,1.5707963267948966
202.05,357.3989999999999,20.0,1.5707963267948966
202.05,359.3989999999999,20.0,1.5707963267948966
202.05,361.3989999999999,20.0,1.5707963267948966
202.05,363.3989999999999,20.0,1.5707963267948966
202.05,365.3989999999999,20.0,1.5707963267948966
202.05,367.3989999999999,20.0,1.5707963267948966
202.05,369.3989999999999,20.0,1.5707963267948966
202.05,371.3989999999999,20.0,1.5707963267948966
202.05,373.3989999999999,20.0,1.5707963267948966
202.05,375.3989999999999,20.0,1.5707963267948966
202.05,377.3989999999999,20.0,1.5707963267948966
202.05,379.3989999999999,20.0,1.5707963267948966
202.05,381.3989999999999,20.0,1.5707963267948966
202.05,383.3989999999999,20.0,1.5707963267948966
202.05,385.3989999999999,20.0,1.5707963267948966
202.05,387.3989999999999,20.0,1.5707963267948966
202.05,389.3989999999999,20.0,1.5707963267948966
202.05,391.3989999999999,20.0,1.5707963267948966
202.05,393.3989999999999,20.0,1.5707963267948966
202.05,395.3989999999999,20.0,1.5707963267948966
202.05,397.3989999999999,20.0,1.5707963267948966
202.05,399.3989999999999,20.0,1.5707963267948966
